method,baseline_name,cold_start_invocation_ratio,utilization_ratio,over_provisioned_ratio,cold_start_time_slot_ratio,mae,rmse,mape,selective_asymmetric_mae,selective_asymmetric_mse,train_t,predict_t
Keepalive,Keepalive,0.045859804411449795,0.5715567976662842,0.7496073952459135,0.1375,1.0508939490790465,1.7527461631520858,3.8813106767644316,5.460136890411377,10.071208953857422,5.9604644775390625e-06,0.006944894790649414
Crane,Crane,0.26877309674665123,0.7712313136817199,0.2966278498550313,0.4444444444444444,0.7469527767370002,0.9105486962194068,1.531190901185457,2.532716989517212,3.14009952545166,4.76837158203125e-06,0.0043718814849853516
Icebreaker,Icebreaker,0.15202010049938539,0.6746447821606222,0.4822615196064994,0.26944444444444443,0.8379512277419379,1.0297219666885724,2.2869277052686137,3.457118034362793,4.4867682456970215,3.0994415283203125e-06,0.005837678909301758
SmartPred,SmartPred,0.17231593253877756,0.7563088597717808,0.3222111404350786,0.3368055555555556,0.6533211034569991,0.7766369638430825,2.1788027286489196,2.7094883918762207,3.562631607055664,0.6102709770202637,0.7715668678283691
