method,baseline_name,cold_start_invocation_ratio,utilization_ratio,over_provisioned_ratio,cold_start_time_slot_ratio,mae,rmse,mape,selective_asymmetric_mae,selective_asymmetric_mse,train_t,predict_t
Keepalive,Keepalive,0.036633671707195184,0.9937774841095495,0.0062614780370328065,0.9145833333333333,0.12980449777034514,0.022889264742023387,0.23377852843276242,0.32911449670791626,0.09795033931732178,3.0994415283203125e-06,0.007592916488647461
Crane,Crane,0.0297617023831123,0.8867126560615957,0.12776105445655556,0.5729166666666666,0.476677723726204,1.0088513428979524,0.5198351081750868,2.3432979583740234,5.189924240112305,2.86102294921875e-06,0.0051348209381103516
Icebreaker,Icebreaker,0.09559824905198802,0.8727018148128365,0.14586675887051098,0.41875,0.7306943621687659,0.7266884309700065,1.0647951708300964,2.7445712089538574,2.7006096839904785,4.0531158447265625e-06,0.0068798065185546875
SmartPred,SmartPred,0.00104579890947098,0.9734072937450348,0.027319197653279087,0.05625,0.08583497563336451,0.012176045327118256,0.15348070083118132,0.49898120760917664,0.07852588593959808,1.2477848529815674,1.4342420101165771
