method,baseline_name,cold_start_invocation_ratio,utilization_ratio,over_provisioned_ratio,cold_start_time_slot_ratio,mae,rmse,mape,selective_asymmetric_mae,selective_asymmetric_mse,train_t,predict_t
Keepalive,Keepalive,0.3322641005078856,0.21503707535782032,3.6503608660785885,0.11805555555555555,1.11626025415255,3.1350704849660356,3.7117235583335955,7.023077487945557,22.493797302246094,9.059906005859375e-06,0.009373903274536133
Crane,Crane,0.4006949636428617,0.604810818669544,0.6534095772291317,0.10902777777777778,0.2954471014893577,0.39673515155554784,0.9594854708757504,1.702471375465393,2.5540881156921387,5.0067901611328125e-06,0.005572080612182617
Icebreaker,Icebreaker,0.711148219879297,0.5710428123498954,0.7511821852461565,0.17916666666666667,0.40986568491268877,0.6115987742547577,1.059866759180039,1.8113387823104858,3.1977970600128174,8.344650268554688e-06,0.0068242549896240234
SmartPred,SmartPred,0.35657437901235356,0.49532340582656403,1.0188829928827277,0.08958333333333333,0.3855166902254358,0.9225287108478603,1.2469423279579386,2.9769766330718994,8.737667083740234,0.15144968032836914,0.15413498878479004
