method,baseline_name,cold_start_invocation_ratio,utilization_ratio,over_provisioned_ratio,cold_start_time_slot_ratio,mae,rmse,mape,selective_asymmetric_mae,selective_asymmetric_mse,train_t,predict_t
Keepalive,Keepalive,0.024849431656973765,0.9143640829798237,0.09365625642369968,0.4284722222222222,0.15514053301154354,0.094831690764823,6.288645392781833,1.193895936012268,1.0562385320663452,3.0994415283203125e-06,0.007883787155151367
Crane,Crane,0.10786938012486469,0.8950553507165012,0.11724934016593554,0.5020833333333333,0.2947119148661953,0.155815649354537,5.136390561854177,1.1927731037139893,0.7052552103996277,2.86102294921875e-06,0.00516200065612793
Icebreaker,Icebreaker,0.34614131173614715,0.9019182296835138,0.10874796305082278,0.7402777777777778,0.5955137318273104,0.6125127661836617,24.406379754498843,1.545877456665039,1.4720600843429565,2.86102294921875e-06,0.006911039352416992
SmartPred,SmartPred,0.012789745765754701,0.960691619007907,0.04091675227966198,0.27152777777777776,0.07030932327296627,0.015055349349774873,1.5049831453301907,0.5729358792304993,0.19053450226783752,0.5897667407989502,0.6387209892272949
