method,baseline_name,cold_start_invocation_ratio,utilization_ratio,over_provisioned_ratio,cold_start_time_slot_ratio,mae,rmse,mape,selective_asymmetric_mae,selective_asymmetric_mse,train_t,predict_t
Keepalive,Keepalive,0.027195311784635107,0.48787134241679697,1.049720721545646,0.06527777777777778,1.3178371236789197,2.539782392081463,4.430897311483609,7.298695087432861,15.753883361816406,1.0013580322265625e-05,0.011095046997070312
Crane,Crane,0.16262524718478297,0.8094005350177044,0.23548225722154686,0.42916666666666664,0.4871696885219719,0.4038861340342942,1.2033875239519902,2.0108580589294434,1.825021505355835,4.0531158447265625e-06,0.006736040115356445
Icebreaker,Icebreaker,0.3459558383303294,0.7983402178047829,0.2525988014855697,0.4395833333333333,0.7324596351865609,0.9242737908401332,0.9810529159625307,2.31261944770813,3.020655393600464,0.0010781288146972656,0.010059595108032227
SmartPred,SmartPred,0.07165233481489952,0.6412019609609223,0.559571025798755,0.21180555555555555,0.7724368030603175,1.05761191431251,2.320292017178971,4.13499641418457,6.262913703918457,0.8536779880523682,0.8056919574737549
