method,baseline_name,cold_start_invocation_ratio,utilization_ratio,over_provisioned_ratio,cold_start_time_slot_ratio,mae,rmse,mape,selective_asymmetric_mae,selective_asymmetric_mse,train_t,predict_t
Keepalive,Keepalive,1.0,0.09090909090909091,10.0,0.03333333333333333,2.042648719947571,11.37931034482759,10.034482758620689,7.613509178161621,42.41378402709961,9.059906005859375e-06,0.008215904235839844
Crane,Crane,2.312964634635743e-17,0.8724100327153814,0.14624999999999783,0.003472222222222222,0.027157943208393896,0.0015129310344827605,0.14625000000000024,0.10863176733255386,0.006051723845303059,5.245208740234375e-06,0.00528407096862793
Icebreaker,Icebreaker,0.9676496058236194,0.5159961068476655,0.9379991180732373,0.03333333333333333,0.3538700842306942,1.0000194098868214,0.9713663458602588,0.8764162659645081,1.094177007675171,3.0994415283203125e-06,0.005949974060058594
SmartPred,SmartPred,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05824995040893555,0.05986380577087402
